	Country	Invader_Species	Role	Email
1119	El Salvador	d&d_yuan-ti	heal	abyss@avengers.com
1120	Estonia	aliens	attack	iron.man@avengers.com
1121	Estonia	predators	attack	thor@avengers.com
1122	Estonia	d&d_beholder	attack	wasp@avengers.com
1123	Estonia	d&d_beholder	defense	wasp@avengers.com
1124	Estonia	d&d_beholder	heal	wasp@avengers.com
1125	Estonia	d&d_devil	attack	ant.man@avengers.com
1126	Estonia	d&d_devil	defense	ant.man@avengers.com
1127	Estonia	d&d_devil	heal	batman@dc-world.com
1128	Estonia	d&d_lich	attack	hulk@avengers.com
1129	Estonia	d&d_lich	defense	hulk@avengers.com
1130	Estonia	d&d_lich	heal	hulk@avengers.com
1131	Estonia	d&d_mind_flayer	attack	capatain.america@avengers.com
1132	Estonia	d&d_mind_flayer	defense	capatain.america@avengers.com
1133	Estonia	d&d_mind_flayer	heal	capatain.america@avengers.com
1134	Estonia	d&d_vampire	attack	capatain.america@avengers.com
1135	Estonia	d&d_vampire	defense	capatain.america@avengers.com
1136	Estonia	d&d_vampire	heal	capatain.america@avengers.com
1137	Estonia	d&d_red_dragon	attack	capatain.america@avengers.com
1138	Estonia	d&d_red_dragon	defense	capatain.america@avengers.com
1139	Estonia	d&d_red_dragon	heal	capatain.america@avengers.com
1140	Estonia	d&d_hill_giant	attack	hawkeye@avengers.com
1141	Estonia	d&d_hill_giant	defense	hawkeye@avengers.com
1142	Estonia	d&d_hill_giant	heal	hawkeye@avengers.com
1143	Estonia	d&d_treant	attack	hawkeye@avengers.com
1144	Estonia	d&d_treant	defense	hawkeye@avengers.com
1145	Estonia	d&d_treant	heal	hawkeye@avengers.com
1146	Estonia	d&d_werewolf	attack	capatain.america@avengers.com
1147	Estonia	d&d_werewolf	defense	capatain.america@avengers.com
1148	Estonia	d&d_werewolf	heal	capatain.america@avengers.com
1149	Estonia	d&d_yuan-ti	attack	capatain.america@avengers.com
1150	Estonia	d&d_yuan-ti	defense	capatain.america@avengers.com
1151	Estonia	d&d_yuan-ti	heal	capatain.america@avengers.com
1152	Ethiopa	aliens	attack	iron.man@avengers.com
1153	Ethiopa	predators	attack	thor@avengers.com
1154	Ethiopa	d&d_beholder	attack	wasp@avengers.com
1155	Ethiopa	d&d_beholder	defense	wasp@avengers.com
1156	Ethiopa	d&d_beholder	heal	wasp@avengers.com
1157	Ethiopa	d&d_devil	attack	ant.man@avengers.com
1158	Ethiopa	d&d_devil	defense	ant.man@avengers.com
1159	Ethiopa	d&d_devil	heal	batman@dc-world.com
1160	Ethiopa	d&d_lich	attack	hulk@avengers.com
1161	Ethiopa	d&d_lich	defense	hulk@avengers.com
1162	Ethiopa	d&d_lich	heal	hulk@avengers.com
1163	Ethiopa	d&d_mind_flayer	attack	capatain.america@avengers.com
1164	Ethiopa	d&d_mind_flayer	defense	capatain.america@avengers.com
1165	Ethiopa	d&d_mind_flayer	heal	capatain.america@avengers.com
1166	Ethiopa	d&d_vampire	attack	capatain.america@avengers.com
1167	Ethiopa	d&d_vampire	defense	capatain.america@avengers.com
1168	Ethiopa	d&d_vampire	heal	capatain.america@avengers.com
1169	Ethiopa	d&d_red_dragon	attack	capatain.america@avengers.com
1170	Ethiopa	d&d_red_dragon	defense	capatain.america@avengers.com
1171	Ethiopa	d&d_red_dragon	heal	capatain.america@avengers.com
1172	Ethiopa	d&d_hill_giant	attack	hawkeye@avengers.com
1173	Ethiopa	d&d_hill_giant	defense	hawkeye@avengers.com
1174	Ethiopa	d&d_hill_giant	heal	hawkeye@avengers.com
1175	Ethiopa	d&d_treant	attack	hawkeye@avengers.com
1176	Ethiopa	d&d_treant	defense	hawkeye@avengers.com
1177	Ethiopa	d&d_treant	heal	hawkeye@avengers.com
1178	Ethiopa	d&d_werewolf	attack	capatain.america@avengers.com
1179	Ethiopa	d&d_werewolf	defense	capatain.america@avengers.com
1180	Ethiopa	d&d_werewolf	heal	capatain.america@avengers.com
1181	Ethiopa	d&d_yuan-ti	attack	capatain.america@avengers.com
1182	Ethiopa	d&d_yuan-ti	defense	capatain.america@avengers.com
1183	Ethiopa	d&d_yuan-ti	heal	capatain.america@avengers.com
1184	Finland	aliens	attack	iron.man@avengers.com
1185	Finland	predators	attack	thor@avengers.com
1186	Finland	d&d_beholder	attack	wasp@avengers.com
1187	Finland	d&d_beholder	defense	wasp@avengers.com
1188	Finland	d&d_beholder	heal	wasp@avengers.com
1189	Finland	d&d_devil	attack	ant.man@avengers.com
1190	Finland	d&d_devil	defense	ant.man@avengers.com
1191	Finland	d&d_devil	heal	batman@dc-world.com
1192	Finland	d&d_lich	attack	hulk@avengers.com
1193	Finland	d&d_lich	defense	hulk@avengers.com
1194	Finland	d&d_lich	heal	hulk@avengers.com
1195	Finland	d&d_mind_flayer	attack	capatain.america@avengers.com
1196	Finland	d&d_mind_flayer	defense	capatain.america@avengers.com
1197	Finland	d&d_mind_flayer	heal	capatain.america@avengers.com
1198	Finland	d&d_vampire	attack	capatain.america@avengers.com
1199	Finland	d&d_vampire	defense	capatain.america@avengers.com
1200	Finland	d&d_vampire	heal	capatain.america@avengers.com
1201	Finland	d&d_red_dragon	attack	capatain.america@avengers.com
1202	Finland	d&d_red_dragon	defense	capatain.america@avengers.com
1203	Finland	d&d_red_dragon	heal	capatain.america@avengers.com
1204	Finland	d&d_hill_giant	attack	hawkeye@avengers.com
1205	Finland	d&d_hill_giant	defense	hawkeye@avengers.com
1206	Finland	d&d_hill_giant	heal	hawkeye@avengers.com
1207	Finland	d&d_treant	attack	hawkeye@avengers.com
1208	Finland	d&d_treant	defense	hawkeye@avengers.com
1209	Finland	d&d_treant	heal	hawkeye@avengers.com
1210	Finland	d&d_werewolf	attack	capatain.america@avengers.com
1211	Finland	d&d_werewolf	defense	capatain.america@avengers.com
1212	Finland	d&d_werewolf	heal	capatain.america@avengers.com
1213	Finland	d&d_yuan-ti	attack	capatain.america@avengers.com
1214	Finland	d&d_yuan-ti	defense	capatain.america@avengers.com
1215	Finland	d&d_yuan-ti	heal	capatain.america@avengers.com
1216	Germany	aliens	attack	iron.man@avengers.com
1217	Germany	predators	attack	thor@avengers.com
1218	Germany	d&d_beholder	attack	wasp@avengers.com
1219	Germany	d&d_beholder	defense	wasp@avengers.com
1220	Germany	d&d_beholder	heal	wasp@avengers.com
1221	Germany	d&d_devil	attack	ant.man@avengers.com
1222	Germany	d&d_devil	defense	ant.man@avengers.com
1223	Germany	d&d_devil	heal	batman@dc-world.com
1224	Germany	d&d_lich	attack	hulk@avengers.com
1225	Germany	d&d_lich	defense	hulk@avengers.com
1226	Germany	d&d_lich	heal	hulk@avengers.com
1227	Germany	d&d_mind_flayer	attack	capatain.america@avengers.com
1228	Germany	d&d_mind_flayer	defense	capatain.america@avengers.com
1229	Germany	d&d_mind_flayer	heal	capatain.america@avengers.com
1230	Germany	d&d_vampire	attack	capatain.america@avengers.com
1231	Germany	d&d_vampire	defense	capatain.america@avengers.com
1232	Germany	d&d_vampire	heal	capatain.america@avengers.com
1233	Germany	d&d_red_dragon	attack	capatain.america@avengers.com
1234	Germany	d&d_red_dragon	defense	capatain.america@avengers.com
1235	Germany	d&d_red_dragon	heal	capatain.america@avengers.com
1236	Germany	d&d_hill_giant	attack	hawkeye@avengers.com
1237	Germany	d&d_hill_giant	defense	hawkeye@avengers.com
1238	Germany	d&d_hill_giant	heal	hawkeye@avengers.com
1239	Germany	d&d_treant	attack	hawkeye@avengers.com
1240	Germany	d&d_treant	defense	hawkeye@avengers.com
1241	Germany	d&d_treant	heal	hawkeye@avengers.com
1242	Germany	d&d_werewolf	attack	capatain.america@avengers.com
1243	Germany	d&d_werewolf	defense	capatain.america@avengers.com
1244	Germany	d&d_werewolf	heal	capatain.america@avengers.com
1245	Germany	d&d_yuan-ti	attack	capatain.america@avengers.com
1246	Germany	d&d_yuan-ti	defense	capatain.america@avengers.com
1247	Germany	d&d_yuan-ti	heal	capatain.america@avengers.com
1248	Ghana	aliens	attack	iron.man@avengers.com
1249	Ghana	predators	attack	thor@avengers.com
1250	Ghana	d&d_beholder	attack	wasp@avengers.com
1251	Ghana	d&d_beholder	defense	wasp@avengers.com
1252	Ghana	d&d_beholder	heal	wasp@avengers.com
1253	Ghana	d&d_devil	attack	ant.man@avengers.com
1254	Ghana	d&d_devil	defense	ant.man@avengers.com
1255	Ghana	d&d_devil	heal	batman@dc-world.com
1256	Ghana	d&d_lich	attack	hulk@avengers.com
1257	Ghana	d&d_lich	defense	hulk@avengers.com
1258	Ghana	d&d_lich	heal	hulk@avengers.com
1259	Ghana	d&d_mind_flayer	attack	capatain.america@avengers.com
1260	Ghana	d&d_mind_flayer	defense	capatain.america@avengers.com
1261	Ghana	d&d_mind_flayer	heal	capatain.america@avengers.com
1262	Ghana	d&d_vampire	attack	capatain.america@avengers.com
1263	Ghana	d&d_vampire	defense	capatain.america@avengers.com
1264	Ghana	d&d_vampire	heal	capatain.america@avengers.com
1265	Ghana	d&d_red_dragon	attack	capatain.america@avengers.com
1266	Ghana	d&d_red_dragon	defense	capatain.america@avengers.com
1267	Ghana	d&d_red_dragon	heal	capatain.america@avengers.com
1268	Ghana	d&d_hill_giant	attack	hawkeye@avengers.com
1269	Ghana	d&d_hill_giant	defense	hawkeye@avengers.com
1270	Ghana	d&d_hill_giant	heal	hawkeye@avengers.com
1271	Ghana	d&d_treant	attack	hawkeye@avengers.com
1272	Ghana	d&d_treant	defense	hawkeye@avengers.com
1273	Ghana	d&d_treant	heal	hawkeye@avengers.com
1274	Ghana	d&d_werewolf	attack	capatain.america@avengers.com
1275	Ghana	d&d_werewolf	defense	capatain.america@avengers.com
1276	Ghana	d&d_werewolf	heal	capatain.america@avengers.com
1277	Ghana	d&d_yuan-ti	attack	capatain.america@avengers.com
1278	Ghana	d&d_yuan-ti	defense	capatain.america@avengers.com
1279	Ghana	d&d_yuan-ti	heal	capatain.america@avengers.com
1280	Greece	aliens	attack	iron.man@avengers.com
1281	Greece	predators	attack	thor@avengers.com
1282	Greece	d&d_beholder	attack	wasp@avengers.com
1283	Greece	d&d_beholder	defense	wasp@avengers.com
1284	Greece	d&d_beholder	heal	wasp@avengers.com
1285	Greece	d&d_devil	attack	ant.man@avengers.com
1286	Greece	d&d_devil	defense	ant.man@avengers.com
1287	Greece	d&d_devil	heal	batman@dc-world.com
1288	Greece	d&d_lich	attack	hulk@avengers.com
1289	Greece	d&d_lich	defense	hulk@avengers.com
1290	Greece	d&d_lich	heal	hulk@avengers.com
1291	Greece	d&d_mind_flayer	attack	capatain.america@avengers.com
1292	Greece	d&d_mind_flayer	defense	capatain.america@avengers.com
1293	Greece	d&d_mind_flayer	heal	capatain.america@avengers.com
1294	Greece	d&d_vampire	attack	capatain.america@avengers.com
1295	Greece	d&d_vampire	defense	capatain.america@avengers.com
1296	Greece	d&d_vampire	heal	capatain.america@avengers.com
1297	Greece	d&d_red_dragon	attack	capatain.america@avengers.com
1298	Greece	d&d_red_dragon	defense	capatain.america@avengers.com
1299	Greece	d&d_red_dragon	heal	capatain.america@avengers.com
1300	Greece	d&d_hill_giant	attack	hawkeye@avengers.com
1301	Greece	d&d_hill_giant	defense	hawkeye@avengers.com
1302	Greece	d&d_hill_giant	heal	hawkeye@avengers.com
1303	Greece	d&d_treant	attack	hawkeye@avengers.com
1304	Greece	d&d_treant	defense	hawkeye@avengers.com
1305	Greece	d&d_treant	heal	hawkeye@avengers.com
1306	Greece	d&d_werewolf	attack	capatain.america@avengers.com
1307	Greece	d&d_werewolf	defense	capatain.america@avengers.com
1308	Greece	d&d_werewolf	heal	capatain.america@avengers.com
1309	Greece	d&d_yuan-ti	attack	capatain.america@avengers.com
1310	Greece	d&d_yuan-ti	defense	capatain.america@avengers.com
1311	Greece	d&d_yuan-ti	heal	capatain.america@avengers.com
1312	Guatemala	aliens	attack	star.brand@avengers.com
1313	Guatemala	predators	attack	star.brand@avengers.com
1314	Guatemala	d&d_beholder	attack	star.brand@avengers.com
1315	Guatemala	d&d_beholder	defense	star.brand@avengers.com
1316	Guatemala	d&d_beholder	heal	agent.venom@avengers.com
1317	Guatemala	d&d_devil	attack	shang-chi@avengers.com
1318	Guatemala	d&d_devil	defense	shang-chi@avengers.com
1319	Guatemala	d&d_devil	heal	batman@dc-world.com
1320	Guatemala	d&d_lich	attack	sentry@avengers.com
1321	Guatemala	d&d_lich	defense	sentry@avengers.com
1322	Guatemala	d&d_lich	heal	hulk@avengers.com
1323	Guatemala	d&d_mind_flayer	attack	star.brand@avengers.com
1324	Guatemala	d&d_mind_flayer	defense	star.brand@avengers.com
1325	Guatemala	d&d_mind_flayer	heal	havok@avengers.com
1326	Guatemala	d&d_vampire	attack	star.brand@avengers.com
1327	Guatemala	d&d_vampire	defense	star.brand@avengers.com
1328	Guatemala	d&d_vampire	heal	sunspot@avengers.com
1329	Guatemala	d&d_red_dragon	attack	star.brand@avengers.com
1330	Guatemala	d&d_red_dragon	defense	star.brand@avengers.com
1331	Guatemala	d&d_red_dragon	heal	smasher@avengers.com
1332	Guatemala	d&d_hill_giant	attack	wolverine@avengers.com
1333	Guatemala	d&d_hill_giant	defense	wolverine@avengers.com
1334	Guatemala	d&d_hill_giant	heal	hawkeye@avengers.com
1335	Guatemala	d&d_treant	attack	wolverine@avengers.com
1336	Guatemala	d&d_treant	defense	wolverine@avengers.com
1337	Guatemala	d&d_treant	heal	hawkeye@avengers.com
1338	Guatemala	d&d_werewolf	attack	star.brand@avengers.com
1339	Guatemala	d&d_werewolf	defense	star.brand@avengers.com
1340	Guatemala	d&d_werewolf	heal	rogue@avengers.com
1341	Guatemala	d&d_yuan-ti	attack	star.brand@avengers.com
1342	Guatemala	d&d_yuan-ti	defense	star.brand@avengers.com
1343	Guatemala	d&d_yuan-ti	heal	abyss@avengers.com
1344	Honduras	aliens	attack	star.brand@avengers.com
1345	Honduras	predators	attack	star.brand@avengers.com
1346	Honduras	d&d_beholder	attack	star.brand@avengers.com
1347	Honduras	d&d_beholder	defense	star.brand@avengers.com
1348	Honduras	d&d_beholder	heal	agent.venom@avengers.com
1349	Honduras	d&d_devil	attack	shang-chi@avengers.com
1350	Honduras	d&d_devil	defense	shang-chi@avengers.com
1351	Honduras	d&d_devil	heal	batman@dc-world.com
1352	Honduras	d&d_lich	attack	sentry@avengers.com
1353	Honduras	d&d_lich	defense	sentry@avengers.com
1354	Honduras	d&d_lich	heal	hulk@avengers.com
1355	Honduras	d&d_mind_flayer	attack	star.brand@avengers.com
1356	Honduras	d&d_mind_flayer	defense	star.brand@avengers.com
1357	Honduras	d&d_mind_flayer	heal	havok@avengers.com
1358	Honduras	d&d_vampire	attack	star.brand@avengers.com
1359	Honduras	d&d_vampire	defense	star.brand@avengers.com
1360	Honduras	d&d_vampire	heal	sunspot@avengers.com
1361	Honduras	d&d_red_dragon	attack	star.brand@avengers.com
1362	Honduras	d&d_red_dragon	defense	star.brand@avengers.com
1363	Honduras	d&d_red_dragon	heal	smasher@avengers.com
1364	Honduras	d&d_hill_giant	attack	wolverine@avengers.com
1365	Honduras	d&d_hill_giant	defense	wolverine@avengers.com
1366	Honduras	d&d_hill_giant	heal	hawkeye@avengers.com
1367	Honduras	d&d_treant	attack	wolverine@avengers.com
1368	Honduras	d&d_treant	defense	wolverine@avengers.com
1369	Honduras	d&d_treant	heal	hawkeye@avengers.com
1370	Honduras	d&d_werewolf	attack	star.brand@avengers.com
1371	Honduras	d&d_werewolf	defense	star.brand@avengers.com
1372	Honduras	d&d_werewolf	heal	rogue@avengers.com
1373	Honduras	d&d_yuan-ti	attack	star.brand@avengers.com
1374	Honduras	d&d_yuan-ti	defense	star.brand@avengers.com
1375	Honduras	d&d_yuan-ti	heal	abyss@avengers.com
1376	Hong Kong	aliens	attack	iron.man@avengers.com
1377	Hong Kong	predators	attack	thor@avengers.com
1378	Hong Kong	d&d_beholder	attack	wasp@avengers.com
1379	Hong Kong	d&d_beholder	defense	wasp@avengers.com
1380	Hong Kong	d&d_beholder	heal	wasp@avengers.com
1381	Hong Kong	d&d_devil	attack	ant.man@avengers.com
1382	Hong Kong	d&d_devil	defense	ant.man@avengers.com
1383	Hong Kong	d&d_devil	heal	batman@dc-world.com
1384	Hong Kong	d&d_lich	attack	hulk@avengers.com
1385	Hong Kong	d&d_lich	defense	hulk@avengers.com
1386	Hong Kong	d&d_lich	heal	hulk@avengers.com
1387	Hong Kong	d&d_mind_flayer	attack	capatain.america@avengers.com
1388	Hong Kong	d&d_mind_flayer	defense	capatain.america@avengers.com
1389	Hong Kong	d&d_mind_flayer	heal	capatain.america@avengers.com
1390	Hong Kong	d&d_vampire	attack	capatain.america@avengers.com
1391	Hong Kong	d&d_vampire	defense	capatain.america@avengers.com
1392	Hong Kong	d&d_vampire	heal	capatain.america@avengers.com
1393	Hong Kong	d&d_red_dragon	attack	capatain.america@avengers.com
1394	Hong Kong	d&d_red_dragon	defense	capatain.america@avengers.com
1395	Hong Kong	d&d_red_dragon	heal	capatain.america@avengers.com
1396	Hong Kong	d&d_hill_giant	attack	hawkeye@avengers.com
1397	Hong Kong	d&d_hill_giant	defense	hawkeye@avengers.com
1398	Hong Kong	d&d_hill_giant	heal	hawkeye@avengers.com
1399	Hong Kong	d&d_treant	attack	hawkeye@avengers.com
1400	Hong Kong	d&d_treant	defense	hawkeye@avengers.com
1401	Hong Kong	d&d_treant	heal	hawkeye@avengers.com
1402	Hong Kong	d&d_werewolf	attack	capatain.america@avengers.com
1403	Hong Kong	d&d_werewolf	defense	capatain.america@avengers.com
1404	Hong Kong	d&d_werewolf	heal	capatain.america@avengers.com
1405	Hong Kong	d&d_yuan-ti	attack	capatain.america@avengers.com
1406	Hong Kong	d&d_yuan-ti	defense	capatain.america@avengers.com
1407	Hong Kong	d&d_yuan-ti	heal	capatain.america@avengers.com
1408	Hungary	aliens	attack	iron.man@avengers.com
1409	Hungary	predators	attack	thor@avengers.com
1410	Hungary	d&d_beholder	attack	wasp@avengers.com
1411	Hungary	d&d_beholder	defense	wasp@avengers.com
1412	Hungary	d&d_beholder	heal	wasp@avengers.com
1413	Hungary	d&d_devil	attack	ant.man@avengers.com
1414	Hungary	d&d_devil	defense	ant.man@avengers.com
1415	Hungary	d&d_devil	heal	batman@dc-world.com
1416	Hungary	d&d_lich	attack	hulk@avengers.com
1417	Hungary	d&d_lich	defense	hulk@avengers.com
1418	Hungary	d&d_lich	heal	hulk@avengers.com
1419	Hungary	d&d_mind_flayer	attack	capatain.america@avengers.com
1420	Hungary	d&d_mind_flayer	defense	capatain.america@avengers.com
1421	Hungary	d&d_mind_flayer	heal	capatain.america@avengers.com
1422	Hungary	d&d_vampire	attack	capatain.america@avengers.com
1423	Hungary	d&d_vampire	defense	capatain.america@avengers.com
1424	Hungary	d&d_vampire	heal	capatain.america@avengers.com
1425	Hungary	d&d_red_dragon	attack	capatain.america@avengers.com
1426	Hungary	d&d_red_dragon	defense	capatain.america@avengers.com
1427	Hungary	d&d_red_dragon	heal	capatain.america@avengers.com
1428	Hungary	d&d_hill_giant	attack	hawkeye@avengers.com
1429	Hungary	d&d_hill_giant	defense	hawkeye@avengers.com
1430	Hungary	d&d_hill_giant	heal	hawkeye@avengers.com
1431	Hungary	d&d_treant	attack	hawkeye@avengers.com
1432	Hungary	d&d_treant	defense	hawkeye@avengers.com
1433	Hungary	d&d_treant	heal	hawkeye@avengers.com
1434	Hungary	d&d_werewolf	attack	capatain.america@avengers.com
1435	Hungary	d&d_werewolf	defense	capatain.america@avengers.com
1436	Hungary	d&d_werewolf	heal	capatain.america@avengers.com
1437	Hungary	d&d_yuan-ti	attack	capatain.america@avengers.com
1438	Hungary	d&d_yuan-ti	defense	capatain.america@avengers.com
1439	Hungary	d&d_yuan-ti	heal	capatain.america@avengers.com
1440	Iceland	aliens	attack	iron.man@avengers.com
1441	Iceland	predators	attack	thor@avengers.com
1442	Iceland	d&d_beholder	attack	wasp@avengers.com
1443	Iceland	d&d_beholder	defense	wasp@avengers.com
1444	Iceland	d&d_beholder	heal	wasp@avengers.com
1445	Iceland	d&d_devil	attack	ant.man@avengers.com
1446	Iceland	d&d_devil	defense	ant.man@avengers.com
1447	Iceland	d&d_devil	heal	batman@dc-world.com
1448	Iceland	d&d_lich	attack	hulk@avengers.com
1449	Iceland	d&d_lich	defense	hulk@avengers.com
1450	Iceland	d&d_lich	heal	hulk@avengers.com
1451	Iceland	d&d_mind_flayer	attack	capatain.america@avengers.com
1452	Iceland	d&d_mind_flayer	defense	capatain.america@avengers.com
1453	Iceland	d&d_mind_flayer	heal	capatain.america@avengers.com
1454	Iceland	d&d_vampire	attack	capatain.america@avengers.com
1455	Iceland	d&d_vampire	defense	capatain.america@avengers.com
1456	Iceland	d&d_vampire	heal	capatain.america@avengers.com
1457	Iceland	d&d_red_dragon	attack	capatain.america@avengers.com
1458	Iceland	d&d_red_dragon	defense	capatain.america@avengers.com
1459	Iceland	d&d_red_dragon	heal	capatain.america@avengers.com
1460	Iceland	d&d_hill_giant	attack	hawkeye@avengers.com
1461	Iceland	d&d_hill_giant	defense	hawkeye@avengers.com
1462	Iceland	d&d_hill_giant	heal	hawkeye@avengers.com
1463	Iceland	d&d_treant	attack	hawkeye@avengers.com
1464	Iceland	d&d_treant	defense	hawkeye@avengers.com
1465	Iceland	d&d_treant	heal	hawkeye@avengers.com
1466	Iceland	d&d_werewolf	attack	capatain.america@avengers.com
1467	Iceland	d&d_werewolf	defense	capatain.america@avengers.com
1468	Iceland	d&d_werewolf	heal	capatain.america@avengers.com
1469	Iceland	d&d_yuan-ti	attack	capatain.america@avengers.com
1470	Iceland	d&d_yuan-ti	defense	capatain.america@avengers.com
1471	Iceland	d&d_yuan-ti	heal	capatain.america@avengers.com
1472	India	aliens	attack	deadpool@avengers.com
1473	India	predators	attack	deadpool@avengers.com
1474	India	d&d_beholder	attack	deadpool@avengers.com
1475	India	d&d_beholder	defense	deadpool@avengers.com
1476	India	d&d_beholder	heal	agent.venom@avengers.com
1477	India	d&d_devil	attack	deadpool@avengers.com
1478	India	d&d_devil	defense	deadpool@avengers.com
1479	India	d&d_devil	heal	batman@dc-world.com
1480	India	d&d_lich	attack	deadpool@avengers.com
1481	India	d&d_lich	defense	deadpool@avengers.com
1482	India	d&d_lich	heal	hulk@avengers.com
1483	India	d&d_mind_flayer	attack	deadpool@avengers.com
1484	India	d&d_mind_flayer	defense	deadpool@avengers.com
1485	India	d&d_mind_flayer	heal	havok@avengers.com
1486	India	d&d_vampire	attack	deadpool@avengers.com
1487	India	d&d_vampire	defense	deadpool@avengers.com
1488	India	d&d_vampire	heal	sunspot@avengers.com
1489	India	d&d_red_dragon	attack	deadpool@avengers.com
1490	India	d&d_red_dragon	defense	deadpool@avengers.com
1491	India	d&d_red_dragon	heal	smasher@avengers.com
1492	India	d&d_hill_giant	attack	deadpool@avengers.com
1493	India	d&d_hill_giant	defense	deadpool@avengers.com
1494	India	d&d_hill_giant	heal	hawkeye@avengers.com
1495	India	d&d_treant	attack	deadpool@avengers.com
1496	India	d&d_treant	defense	deadpool@avengers.com
1497	India	d&d_treant	heal	hawkeye@avengers.com
1498	India	d&d_werewolf	attack	deadpool@avengers.com
1499	India	d&d_werewolf	defense	deadpool@avengers.com
1500	India	d&d_werewolf	heal	rogue@avengers.com
1501	India	d&d_yuan-ti	attack	deadpool@avengers.com
1502	India	d&d_yuan-ti	defense	deadpool@avengers.com
1503	India	d&d_yuan-ti	heal	abyss@avengers.com
1504	Indonesia	aliens	attack	iron.man@avengers.com
1505	Indonesia	predators	attack	thor@avengers.com
1506	Indonesia	d&d_beholder	attack	wasp@avengers.com
1507	Indonesia	d&d_beholder	defense	wasp@avengers.com
1508	Indonesia	d&d_beholder	heal	wasp@avengers.com
1509	Indonesia	d&d_devil	attack	ant.man@avengers.com
1510	Indonesia	d&d_devil	defense	ant.man@avengers.com
1511	Indonesia	d&d_devil	heal	batman@dc-world.com
1512	Indonesia	d&d_lich	attack	hulk@avengers.com
1513	Indonesia	d&d_lich	defense	hulk@avengers.com
1514	Indonesia	d&d_lich	heal	hulk@avengers.com
1515	Indonesia	d&d_mind_flayer	attack	capatain.america@avengers.com
1516	Indonesia	d&d_mind_flayer	defense	capatain.america@avengers.com
1517	Indonesia	d&d_mind_flayer	heal	capatain.america@avengers.com
1518	Indonesia	d&d_vampire	attack	capatain.america@avengers.com
1519	Indonesia	d&d_vampire	defense	capatain.america@avengers.com
1520	Indonesia	d&d_vampire	heal	capatain.america@avengers.com
1521	Indonesia	d&d_red_dragon	attack	capatain.america@avengers.com
1522	Indonesia	d&d_red_dragon	defense	capatain.america@avengers.com
1523	Indonesia	d&d_red_dragon	heal	capatain.america@avengers.com
1524	Indonesia	d&d_hill_giant	attack	hawkeye@avengers.com
1525	Indonesia	d&d_hill_giant	defense	hawkeye@avengers.com
1526	Indonesia	d&d_hill_giant	heal	hawkeye@avengers.com
1527	Indonesia	d&d_treant	attack	hawkeye@avengers.com
1528	Indonesia	d&d_treant	defense	hawkeye@avengers.com
1529	Indonesia	d&d_treant	heal	hawkeye@avengers.com
1530	Indonesia	d&d_werewolf	attack	capatain.america@avengers.com
1531	Indonesia	d&d_werewolf	defense	capatain.america@avengers.com
1532	Indonesia	d&d_werewolf	heal	capatain.america@avengers.com
1533	Indonesia	d&d_yuan-ti	attack	capatain.america@avengers.com
1534	Indonesia	d&d_yuan-ti	defense	capatain.america@avengers.com
1535	Indonesia	d&d_yuan-ti	heal	capatain.america@avengers.com
1536	Iran	aliens	attack	iron.man@avengers.com
1537	Iran	predators	attack	thor@avengers.com
1538	Iran	d&d_beholder	attack	wasp@avengers.com
1539	Iran	d&d_beholder	defense	wasp@avengers.com
1540	Iran	d&d_beholder	heal	wasp@avengers.com
1541	Iran	d&d_devil	attack	ant.man@avengers.com
1542	Iran	d&d_devil	defense	ant.man@avengers.com
1543	Iran	d&d_devil	heal	batman@dc-world.com
1544	Iran	d&d_lich	attack	hulk@avengers.com
1545	Iran	d&d_lich	defense	hulk@avengers.com
1546	Iran	d&d_lich	heal	hulk@avengers.com
1547	Iran	d&d_mind_flayer	attack	capatain.america@avengers.com
1548	Iran	d&d_mind_flayer	defense	capatain.america@avengers.com
1549	Iran	d&d_mind_flayer	heal	capatain.america@avengers.com
1550	Iran	d&d_vampire	attack	capatain.america@avengers.com
1551	Iran	d&d_vampire	defense	capatain.america@avengers.com
1552	Iran	d&d_vampire	heal	capatain.america@avengers.com
1553	Iran	d&d_red_dragon	attack	capatain.america@avengers.com
1554	Iran	d&d_red_dragon	defense	capatain.america@avengers.com
1555	Iran	d&d_red_dragon	heal	capatain.america@avengers.com
1556	Iran	d&d_hill_giant	attack	hawkeye@avengers.com
1557	Iran	d&d_hill_giant	defense	hawkeye@avengers.com
1558	Iran	d&d_hill_giant	heal	hawkeye@avengers.com
1559	Iran	d&d_treant	attack	hawkeye@avengers.com
1560	Iran	d&d_treant	defense	hawkeye@avengers.com
1561	Iran	d&d_treant	heal	hawkeye@avengers.com
1562	Iran	d&d_werewolf	attack	capatain.america@avengers.com
1563	Iran	d&d_werewolf	defense	capatain.america@avengers.com
1564	Iran	d&d_werewolf	heal	capatain.america@avengers.com
1565	Iran	d&d_yuan-ti	attack	capatain.america@avengers.com
1566	Iran	d&d_yuan-ti	defense	capatain.america@avengers.com
1567	Iran	d&d_yuan-ti	heal	capatain.america@avengers.com
1568	Iraq	aliens	attack	quicksilver@avengers.com
1569	Iraq	predators	attack	scarlet.witch@avengers.com
1570	Iraq	d&d_beholder	attack	hercules@avengers.com
1571	Iraq	d&d_beholder	defense	hercules@avengers.com
1572	Iraq	d&d_beholder	heal	agent.venom@avengers.com
1573	Iraq	d&d_devil	attack	ant.man@avengers.com
1574	Iraq	d&d_devil	defense	ant.man@avengers.com
